41.74254,-72.691839
41.74315,-72.69071
41.75221,-72.690623
41.74333,-72.69062
41.743784,-72.68967
41.743989,-72.689373
41.737061,-72.687451
41.74509,-72.687392
41.745869,-72.68725
41.739045,-72.687236
41.740016,-72.687231
41.745093,-72.687229
41.74126,-72.6872
41.742011,-72.687193
41.745163,-72.687192
41.745163,-72.687192
41.745163,-72.687192
41.74017,-72.68719
41.74928,-72.687182
41.739853,-72.687181
41.75109,-72.68718
41.74524,-72.68717
41.745242,-72.687168
41.749801,-72.687133
41.75062,-72.68713
41.74886,-72.68711
41.750852,-72.687085
41.739093,-72.687073
41.736316,-72.686812
41.746253,-72.685368
41.74635,-72.685018
41.74658,-72.68469
41.74736,-72.68345
41.747356,-72.683296
